?column?, precorteid , tablareservaid , prestamoid , ejercicio , periodo , fechacierre , diasvencidos , porcentajeaplicado , factoraplicado , saldoprestamo , reservacalculada , interesdevengadomenoravencido , interesdevengadomayoravencido , pagocapitalenperiodo , pagointeresenperiodo , pagomoratorioenperiodo , bonificacionintenperiodo , bonificacionmorenperiodo , noamorvencidas , saldovencidomenoravencido , saldovencidomayoravencido , fechaultamorpagada , tipoprestamoid , montoprestamo , clavefinalidad , tasanormal , tasa_moratoria , ultimoabono , diastraspasoavencida ,,,, fecha_vencimiento , ultimoabonointeres , interesdevmormenor , interesdevmormayor , saldopromedio , dias_de_cobro , meses_de_cobro , depositogarantia , pagosvencidos , finalidaddefault ,  saldopromediodelmes   , interesdevengadomes , primerincumplimiento , diasinteres , diascapital , reservaidnc , frecuencia , fecha_otorga , estatusvive , zonamarginada , importeultimaamort , importevencidoamort , tipocartera 
008148-,2346705,                ,8620,2013,12, 2013-12-31  ,0,0.01,1,2435.68,24.3568,4,0,1001.12,148.04,1,0,0,0,2435.68,0, 2013-12-27         , N5             ,6000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-28        , 2013-12-30         ,0,0,               ,7,0,0,0,2,2936.24,-1, 2014-01-03           ,0,0,0.04,7, 2013-09-13   ,3,               ,257.1,0, 
008149-,2346706,                ,8621,2013,12, 2013-12-31  ,0,0.01,1,3259.36,32.5936,5,0,1328.26,197.78,2,0,0,0,3259.36,0, 2013-12-27         , N5             ,8000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-28        , 2013-12-30         ,0,0,               ,7,0,0,0,2,3923.49,-2, 2014-01-03           ,0,0,0.05,7, 2013-09-13   ,3,               ,342.79,0, 
008202-,2346758,                ,8674,2013,12, 2013-12-31  ,0,0.01,1,9697.67,96.9767,77,0,2896.78,522.92,4,0,0,0,9697.67,0, 2013-12-24         , N5             ,18000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,11146.06,17, 2013-12-31           ,0,0,0.77,7, 2013-09-30   ,3,               ,742,0, 
008203-,2346759,                ,8675,2013,12, 2013-12-31  ,0,0.01,1,11050.31,110.5031,87,0,3296.3,595.74,4,0,0,0,11050.31,0, 2013-12-24         , N5             ,20500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,12698.46,19, 2013-12-31           ,0,0,0.87,7, 2013-09-30   ,3,               ,845.05,0, 
008204-,2346760,                ,8676,2013,12, 2013-12-31  ,0,0.01,1,5391.27,53.9127,43,0,1608.52,290.66,2,0,0,0,5391.27,0, 2013-12-24         , N5             ,10000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,6195.53,10, 2013-12-31           ,0,0,0.43,7, 2013-09-30   ,3,               ,412.22,0, 
008205-,2346761,                ,8677,2013,12, 2013-12-31  ,0,0.01,1,3225.45,32.2545,25,0,968.92,174.07,1,0,0,0,3225.45,0, 2013-12-24         , N5             ,6000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,3709.91,5, 2013-12-31           ,0,0,0.25,7, 2013-09-30   ,3,               ,247.33,0, 
008206-,2346762,                ,8678,2013,12, 2013-12-31  ,0,0.01,1,4846.82,48.4682,38,0,1450.43,261.43,2,0,0,0,4846.82,0, 2013-12-24         , N5             ,9000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,5572.035,8, 2013-12-31           ,0,0,0.38,7, 2013-09-30   ,3,               ,371,0, 
008207-,2346763,                ,8679,2013,12, 2013-12-31  ,0,0.01,1,3497.13,34.9713,28,0,1047.99,188.67,1,0,0,0,3497.13,0, 2013-12-24         , N5             ,6500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,4021.125,6, 2013-12-31           ,0,0,0.28,7, 2013-09-30   ,3,               ,267.95,0, 
008208-,2346764,                ,8680,2013,12, 2013-12-31  ,0,0.01,1,5655.07,56.5507,45,0,1691.87,305.01,2,0,0,0,5655.07,0, 2013-12-24         , N5             ,10500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,6501.005,10, 2013-12-31           ,0,0,0.45,7, 2013-09-30   ,3,               ,432.84,0, 
008264-,2346821,                ,8737,2013,12, 2013-12-31  ,0,0.01,1,4777.56,47.7756,8,0,2948.72,325.31,12,0,0,0,4777.56,0, 2013-12-27         , N5             ,12000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,6251.92,-4, 2014-01-03           ,0,0,0.08,7, 2013-10-18   ,3,               ,763.15,0, 
008265-,2346822,                ,8738,2013,12, 2013-12-31  ,0,0.01,1,4777.56,47.7756,8,0,2948.72,325.31,12,0,0,0,4777.56,0, 2013-12-27         , N5             ,12000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,6251.92,-4, 2014-01-03           ,0,0,0.08,7, 2013-10-18   ,3,               ,763.15,0, 
008266-,2346823,                ,8739,2013,12, 2013-12-31  ,0,0.01,1,2384.59,23.8459,4,0,1476.52,162.52,6,0,0,0,2384.59,0, 2013-12-27         , N5             ,6000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,3122.85,-2, 2014-01-03           ,0,0,0.04,7, 2013-10-18   ,3,               ,381.59,0, 
008267-,2346824,                ,8740,2013,12, 2013-12-31  ,0,0.01,1,5985.88,59.8588,9,0,3691.56,432.79,40,0,0,0,5985.88,0, 2013-12-27         , N5             ,15000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,7831.66,-6, 2014-01-03           ,0,0,0.09,7, 2013-10-18   ,3,               ,953.95,0, 
008268-,2346825,                ,8741,2013,12, 2013-12-31  ,0,0.01,1,2785.94,27.8594,4,0,1720.94,189.74,6,0,0,0,2785.94,0, 2013-12-27         , N5             ,7000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,3646.41,-3, 2014-01-03           ,0,0,0.04,7, 2013-10-18   ,3,               ,445.18,0, 
008269-,2346826,                ,8742,2013,12, 2013-12-31  ,0,0.01,1,2384.59,23.8459,4,0,1476.52,162.52,6,0,0,0,2384.59,0, 2013-12-27         , N5             ,6000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,3122.85,-2, 2014-01-03           ,0,0,0.04,7, 2013-10-18   ,3,               ,381.59,0, 
008270-,2346827,                ,8743,2013,12, 2013-12-31  ,0,0.01,1,2384.59,23.8459,4,0,1476.52,162.52,6,0,0,0,2384.59,0, 2013-12-27         , N5             ,6000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,3122.85,-2, 2014-01-03           ,0,0,0.04,7, 2013-10-18   ,3,               ,381.59,0, 
008271-,2346828,                ,8744,2013,12, 2013-12-31  ,0,0.01,1,5898.63,58.9863,9,0,3725.13,404.12,13,0,0,0,5898.63,0, 2013-12-27         , N5             ,15000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-07        , 2013-12-30         ,0,0,               ,7,0,0,0,2,7761.195,-6, 2014-01-03           ,0,0,0.09,7, 2013-10-18   ,3,               ,953.95,0, 
008298-,2346855,                ,8771,2013,12, 2013-12-31  ,0,0.01,1,8264.83,82.6483,65,0,1933.72,433,0,0,0,0,8264.83,0, 2013-12-26         , N5             ,12500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,9231.69,17, 2014-01-02           ,0,0,0.65,7, 2013-10-23   ,3,               ,480.13,0, 
008299-,2346856,                ,8772,2013,12, 2013-12-31  ,0,0.01,1,9915.89,99.1589,78,0,2321.34,519.54,0,0,0,0,9915.89,0, 2013-12-26         , N5             ,15000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,11076.56,20, 2014-01-02           ,0,0,0.78,7, 2013-10-23   ,3,               ,576.16,0, 
008300-,2346857,                ,8773,2013,12, 2013-12-31  ,0,0.01,1,11566.98,115.6698,91,0,2708.95,606.07,0,0,0,0,11566.98,0, 2013-12-26         , N5             ,17500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,12921.455,23, 2014-01-02           ,0,0,0.91,7, 2013-10-23   ,3,               ,672.18,0, 
008301-,2346858,                ,8774,2013,12, 2013-12-31  ,0,0.01,1,8264.83,82.6483,65,0,1933.72,433,0,0,0,0,8264.83,0, 2013-12-26         , N5             ,12500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,9231.69,17, 2014-01-02           ,0,0,0.65,7, 2013-10-23   ,3,               ,480.13,0, 
008302-,2346859,                ,8775,2013,12, 2013-12-31  ,0,0.01,1,9915.89,99.1589,78,0,2321.34,519.54,0,0,0,0,9915.89,0, 2013-12-26         , N5             ,15000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,11076.56,20, 2014-01-02           ,0,0,0.78,7, 2013-10-23   ,3,               ,576.16,0, 
008303-,2346860,                ,8776,2013,12, 2013-12-31  ,0,0.01,1,5287.22,52.8722,42,0,1238.61,277.05,0,0,0,0,5287.22,0, 2013-12-26         , N5             ,8000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,5906.525,11, 2014-01-02           ,0,0,0.42,7, 2013-10-23   ,3,               ,307.28,0, 
008304-,2346861,                ,8777,2013,12, 2013-12-31  ,0,0.01,1,4953.17,49.5317,39,0,1162.87,259.6,0,0,0,0,4953.17,0, 2013-12-26         , N5             ,7500,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,5534.605,10, 2014-01-02           ,0,0,0.39,7, 2013-10-23   ,3,               ,288.08,0, 
008305-,2346862,                ,8778,2013,12, 2013-12-31  ,0,0.01,1,3960.69,39.6069,31,0,931.14,207.63,0,0,0,0,3960.69,0, 2013-12-26         , N5             ,6000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,4426.26,8, 2014-01-02           ,0,0,0.31,7, 2013-10-23   ,3,               ,230.47,0, 
008306-,2346863,                ,8779,2013,12, 2013-12-31  ,0,0.01,1,5287.22,52.8722,42,0,1238.61,277.05,0,0,0,0,5287.22,0, 2013-12-26         , N5             ,8000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,5906.525,11, 2014-01-02           ,0,0,0.42,7, 2013-10-23   ,3,               ,307.28,0, 
008307-,2346864,                ,8780,2013,12, 2013-12-31  ,0,0.01,1,3302.17,33.0217,26,0,775.21,173.09,0,0,0,0,3302.17,0, 2013-12-26         , N5             ,5000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,3689.775,7, 2014-01-02           ,0,0,0.26,7, 2013-10-23   ,3,               ,192.05,0, 
008308-,2346865,                ,8781,2013,12, 2013-12-31  ,0,0.01,1,3302.17,33.0217,26,0,775.21,173.09,0,0,0,0,3302.17,0, 2013-12-26         , N5             ,5000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-04-10        , 2013-12-26         ,0,0,               ,7,0,0,0,2,3689.775,7, 2014-01-02           ,0,0,0.26,7, 2013-10-23   ,3,               ,192.05,0, 
008330-,2346887,                ,8803,2013,12, 2013-12-31  ,0,0.01,1,3910.93,39.1093,6,0,1854.8,251.38,10,0,0,0,3910.93,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4838.33,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008331-,2346888,                ,8804,2013,12, 2013-12-31  ,0,0.01,1,3950.97,39.5097,6,0,1814.76,258.93,18,0,0,0,3950.97,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4858.35,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008332-,2346889,                ,8805,2013,12, 2013-12-31  ,0,0.01,1,3910.53,39.1053,6,0,1854.83,251.36,10,0,0,0,3910.53,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4837.945,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008333-,2346890,                ,8806,2013,12, 2013-12-31  ,0,0.01,1,3910.53,39.1053,6,0,1854.83,251.36,10,0,0,0,3910.53,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4837.945,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008334-,2346891,                ,8807,2013,12, 2013-12-31  ,0,0.01,1,3910.53,39.1053,6,0,1854.83,251.36,10,0,0,0,3910.53,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4837.945,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008335-,2346892,                ,8808,2013,12, 2013-12-31  ,0,0.01,1,3910.53,39.1053,6,0,1854.83,251.36,10,0,0,0,3910.53,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4837.945,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008324-,2346881,                ,8797,2013,12, 2013-12-31  ,0,0.01,1,1295.68,12.9568,23,0,704.32,98,0,0,0,0,1295.68,0, 2013-12-01         , N1             ,2000,2,39.36,59.04, 2013-12-15  ,89,,,, 2014-05-04        , 2013-12-15         ,0,0,               ,30,0,0,0,2,1647.84,-47, 2013-12-31           ,0,0,0.23,30, 2013-10-29   ,3,               ,333,0, 
008336-,2346893,                ,8809,2013,12, 2013-12-31  ,0,0.01,1,3910.53,39.1053,6,0,1854.83,251.36,10,0,0,0,3910.53,0, 2013-12-27         , N5             ,7500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4837.945,-3, 2014-01-03           ,0,0,0.06,7, 2013-10-31   ,3,               ,464.85,0, 
008337-,2346894,                ,8810,2013,12, 2013-12-31  ,0,0.01,1,2602.2,26.022,4,0,1240.8,167.45,6,0,0,0,2602.2,0, 2013-12-27         , N5             ,5000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-02-21        , 2013-12-30         ,0,0,               ,7,0,0,0,2,3222.6,-2, 2014-01-03           ,0,0,0.04,7, 2013-10-31   ,3,               ,309.89,0, 
008403-,2346960,                ,8876,2013,12, 2013-12-31  ,0,0.01,1,6995.01,69.9501,11,0,3004.99,492.42,5,0,0,0,6995.01,0, 2013-12-30         , N5             ,10000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,8497.505,-68, 2014-01-06           ,0,0,0.11,7, 2013-11-25   ,3,               ,596.7,0, 
008404-,2346961,                ,8877,2013,12, 2013-12-31  ,0,0.01,1,6995.01,69.9501,11,0,3004.99,492.42,5,0,0,0,6995.01,0, 2013-12-30         , N5             ,10000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,8497.505,-68, 2014-01-06           ,0,0,0.11,7, 2013-11-25   ,3,               ,596.7,0, 
008405-,2346962,                ,8878,2013,12, 2013-12-31  ,0,0.01,1,6995.01,69.9501,11,0,3004.99,492.42,5,0,0,0,6995.01,0, 2013-12-30         , N5             ,10000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,8497.505,-68, 2014-01-06           ,0,0,0.11,7, 2013-11-25   ,3,               ,596.7,0, 
008406-,2346963,                ,8879,2013,12, 2013-12-31  ,0,0.01,1,3481.76,34.8176,6,0,1518.24,246.06,2,0,0,0,3481.76,0, 2013-12-30         , N5             ,5000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4240.88,-34, 2014-01-06           ,0,0,0.06,7, 2013-11-25   ,3,               ,298.35,0, 
008407-,2346964,                ,8880,2013,12, 2013-12-31  ,0,0.01,1,6995.01,69.9501,11,0,3004.99,492.42,5,0,0,0,6995.01,0, 2013-12-30         , N5             ,10000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,8497.505,-68, 2014-01-06           ,0,0,0.11,7, 2013-11-25   ,3,               ,596.7,0, 
008408-,2346965,                ,8881,2013,12, 2013-12-31  ,0,0.01,1,4183.02,41.8302,7,0,1816.98,295.29,3,0,0,0,4183.02,0, 2013-12-30         , N5             ,6000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,5091.51,-40, 2014-01-06           ,0,0,0.07,7, 2013-11-25   ,3,               ,358.02,0, 
008409-,2346966,                ,8882,2013,12, 2013-12-31  ,0,0.01,1,3481.76,34.8176,6,0,1518.24,246.06,2,0,0,0,3481.76,0, 2013-12-30         , N5             ,5000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4240.88,-34, 2014-01-06           ,0,0,0.06,7, 2013-11-25   ,3,               ,298.35,0, 
008410-,2346967,                ,8883,2013,12, 2013-12-31  ,0,0.01,1,3481.76,34.8176,6,0,1518.24,246.06,2,0,0,0,3481.76,0, 2013-12-30         , N5             ,5000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-03-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4240.88,-34, 2014-01-06           ,0,0,0.06,7, 2013-11-25   ,3,               ,298.35,0, 
008416-,2346973,                ,8889,2013,12, 2013-12-31  ,0,0.01,1,11396.88,113.9688,18,0,2603.12,695.59,0,0,0,0,11396.88,0, 2013-12-24         , N5             ,14000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,12698.44,-70, 2013-12-31           ,0,0,0.18,7, 2013-11-26   ,3,               ,521.4,0, 
008417-,2346974,                ,8890,2013,12, 2013-12-31  ,0,0.01,1,5698.45,56.9845,9,0,1301.55,347.8,0,0,0,0,5698.45,0, 2013-12-24         , N5             ,7000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,6349.225,-35, 2013-12-31           ,0,0,0.09,7, 2013-11-26   ,3,               ,260.69,0, 
008418-,2346975,                ,8891,2013,12, 2013-12-31  ,0,0.01,1,9766.56,97.6656,15,0,2233.44,596.17,0,0,0,0,9766.56,0, 2013-12-24         , N5             ,12000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,10883.28,-61, 2013-12-31           ,0,0,0.15,7, 2013-11-26   ,3,               ,446.92,0, 
008419-,2346976,                ,8892,2013,12, 2013-12-31  ,0,0.01,1,9766.56,97.6656,15,0,2233.44,596.17,0,0,0,0,9766.56,0, 2013-12-24         , N5             ,12000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,10883.28,-61, 2013-12-31           ,0,0,0.15,7, 2013-11-26   ,3,               ,446.92,0, 
008420-,2346977,                ,8893,2013,12, 2013-12-31  ,0,0.01,1,10584.29,105.8429,17,0,2415.71,645.94,0,0,0,0,10584.29,0, 2013-12-24         , N5             ,13000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,11792.145,-65, 2013-12-31           ,0,0,0.17,7, 2013-11-26   ,3,               ,484.15,0, 
008421-,2346978,                ,8894,2013,12, 2013-12-31  ,0,0.01,1,6511.05,65.1105,10,0,1488.95,397.45,0,0,0,0,6511.05,0, 2013-12-24         , N5             ,8000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,7255.525,-41, 2013-12-31           ,0,0,0.1,7, 2013-11-26   ,3,               ,297.95,0, 
008422-,2346979,                ,8895,2013,12, 2013-12-31  ,0,0.01,1,7732.52,77.3252,12,0,1767.48,471.99,0,0,0,0,7732.52,0, 2013-12-24         , N5             ,9500,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,8616.26,-48, 2013-12-31           ,0,0,0.12,7, 2013-11-26   ,3,               ,353.8,0, 
008423-,2346980,                ,8896,2013,12, 2013-12-31  ,0,0.01,1,4068.11,40.6811,6,0,931.89,248.38,0,0,0,0,4068.11,0, 2013-12-24         , N5             ,5000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4534.055,-26, 2013-12-31           ,0,0,0.06,7, 2013-11-26   ,3,               ,186.21,0, 
008424-,2346981,                ,8897,2013,12, 2013-12-31  ,0,0.01,1,4068.11,40.6811,6,0,931.89,248.38,0,0,0,0,4068.11,0, 2013-12-24         , N5             ,5000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,4534.055,-26, 2013-12-31           ,0,0,0.06,7, 2013-11-26   ,3,               ,186.21,0, 
008425-,2346982,                ,8898,2013,12, 2013-12-31  ,0,0.01,1,5698.45,56.9845,9,0,1301.55,347.8,0,0,0,0,5698.45,0, 2013-12-24         , N5             ,7000,2,56.88,64.62, 2013-12-30  ,21,,,, 2014-05-18        , 2013-12-30         ,0,0,               ,7,0,0,0,2,6349.225,-35, 2013-12-31           ,0,0,0.09,7, 2013-11-26   ,3,               ,260.69,0, 
008428-,2346985,                ,8901,2013,12, 2013-12-31  ,0,0.01,1,11429.45,114.2945,90,0,3570.55,634.21,11,0,0,0,11429.45,0, 2013-12-26         , N5             ,15000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,13214.725,19, 2014-01-02           ,0,0,0.9,7, 2013-11-27   ,3,               ,860.95,0, 
008429-,2346986,                ,8902,2013,12, 2013-12-31  ,0,0.01,1,9121.08,91.2108,61,0,2878.92,425.7,8,0,0,0,9121.08,0, 2013-12-26         , N53            ,12000,2,47.76,59.04, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,10560.54,13, 2014-01-02           ,0,0,0.61,7, 2013-11-27   ,3,               ,698.58,0, 
008430-,2346987,                ,8903,2013,12, 2013-12-31  ,0,0.01,1,10667.24,106.6724,84,0,3332.76,591.94,10,0,0,0,10667.24,0, 2013-12-26         , N5             ,14000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,12333.62,18, 2014-01-02           ,0,0,0.84,7, 2013-11-27   ,3,               ,803.55,0, 
008431-,2346988,                ,8904,2013,12, 2013-12-31  ,0,0.01,1,10667.24,106.6724,84,0,3332.76,591.94,10,0,0,0,10667.24,0, 2013-12-26         , N5             ,14000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,12333.62,18, 2014-01-02           ,0,0,0.84,7, 2013-11-27   ,3,               ,803.55,0, 
008432-,2346989,                ,8905,2013,12, 2013-12-31  ,0,0.01,1,11406.17,114.0617,90,0,3593.83,633.97,11,0,0,0,11406.17,0, 2013-12-26         , N5             ,15000,2,56.88,64.62, 2013-12-26  ,21,,,, 2014-03-20        , 2013-12-26         ,0,0,               ,7,0,0,0,2,13203.085,19, 2014-01-02           ,0,0,0.9,7, 2013-11-27   ,3,               ,860.95,0, 
008433-,2346990,                ,8906,2013,12, 2013-12-31  ,0,0.01,1,11451.68,114.5168,36,0,3548.32,692.48,15,0,0,0,11451.68,0, 2013-12-26         , N5             ,15000,2,56.88,64.62, 2013-12-29  ,21,,,, 2014-03-20        , 2013-12-29         ,0,0,               ,7,0,0,0,2,13225.84,-35, 2014-01-02           ,0,0,0.36,7, 2013-11-27   ,3,               ,860.95,0, 
